Datum,Umsatz-Total,Warengruppe-Total
2013-08-26,1335.476770356454,5
2013-08-27,1206.9568569172761,5
2013-08-28,1189.9601463547679,5
2013-08-29,1226.9744435244093,5
2013-08-30,1230.8254219210733,5
2013-08-31,1407.8270071434235,5
2013-09-01,1357.25258961663,5
2013-09-02,987.9570966616532,5
2013-09-03,1007.9367383256798,5
2013-09-04,1036.3492750385099,5
2013-09-05,1104.1439817470637,5
2013-09-06,1137.1523677303987,5
2013-09-07,1505.9011969610501,5
2013-09-08,1496.3184718677348,5
2013-09-09,1002.2125915332035,5
2013-09-10,987.4006905061897,5
2013-09-11,961.6294394395425,5
2013-09-12,960.9185525439016,5
2013-09-13,1044.4131932524783,5
2013-09-14,1388.0032063371368,5
2013-09-15,1268.8126467225404,5
2013-09-16,960.0831498039095,5
2013-09-17,987.3440321601655,5
2013-09-18,958.5633732228488,5
2013-09-19,995.0860624572204,5
2013-09-20,1070.2218759478337,5
2013-09-21,1299.6943900674814,5
2013-09-22,1344.3393186626458,5
2013-09-23,932.4657789829656,5
2013-09-24,914.6742223348679,5
2013-09-25,966.9209453477747,5
2013-09-26,1004.2437101233693,5
2013-09-27,952.7399318195729,5
2013-09-28,1350.0529134563583,5
2013-09-29,1220.5425667105287,5
2013-09-30,1088.6628318742476,5
2013-10-01,1035.0741960123707,5
2013-10-02,1219.5683746591899,5
2013-10-03,1449.987021613767,5
2013-10-04,1192.034068278957,5
2013-10-05,1303.8838669989625,5
2013-10-06,1323.0779850281535,5
2013-10-07,1032.7783396125972,5
2013-10-08,920.066699108027,5
2013-10-09,1035.1309532188438,5
2013-10-10,963.0647997754841,5
2013-10-11,942.7444736561224,5
2013-10-12,1129.137465971895,5
2013-10-13,1080.0464069199502,5
2013-10-14,916.6677541944355,5
2013-10-15,925.6010830449741,5
2013-10-16,994.0460487740608,5
2013-10-17,883.4950863629008,5
2013-10-18,947.0985668945707,5
2013-10-19,1062.920368941858,5
2013-10-20,1046.0775401777223,5
2013-10-21,852.7855280984027,5
2013-10-22,956.7944758371692,5
2013-10-23,958.0694758951811,5
2013-10-24,1010.5301005647036,6
2013-10-25,954.728693015921,6
2013-10-26,1096.52536822654,6
2013-10-27,1338.5660394232696,6
2013-10-28,892.4579467371375,5
2013-10-29,908.4558109135112,6
2013-10-30,949.363875393326,6
2013-10-31,907.3349873198138,6
2013-11-01,981.1139083756339,6
2013-11-02,1135.3666026291821,6
2013-11-03,1230.6719729027002,6
2013-11-04,795.8737550545254,5
2013-11-05,760.4139695310951,6
2013-11-06,769.7231345732437,6
2013-11-07,861.0836019909106,6
2013-11-08,833.2698709309387,6
2013-11-09,962.8616330472177,6
2013-11-10,1409.0380374543874,6
2013-11-11,903.8668604768619,6
2013-11-12,763.3610872842311,6
2013-11-13,825.5585489224966,6
2013-11-14,755.1135071147107,6
2013-11-15,800.9993416700266,6
2013-11-16,1035.8242847575434,6
2013-11-17,1528.5392931551794,6
2013-11-18,817.6433355742591,6
2013-11-19,738.1047996267854,6
2013-11-20,813.9534644921199,6
2013-11-21,853.6506709062544,6
2013-11-22,816.9537254202986,6
2013-11-23,1004.4821948614315,6
2013-11-24,1532.0185932964766,6
2013-11-25,873.9824105913707,6
2013-11-26,887.563369601944,6
2013-11-27,755.2323235187655,6
2013-11-28,896.0903312530888,6
2013-11-29,832.8768609444601,6
2013-11-30,910.7939809397319,5
2013-12-01,1280.6953149356827,6
2013-12-02,861.9942448230777,6
2013-12-03,777.794427646608,6
2013-12-04,843.1505129355406,6
2013-12-05,890.2682948417541,6
2013-12-06,790.0316140123776,6
2013-12-07,904.9413612856545,6
2013-12-08,1062.6841144632506,6
2013-12-09,786.1899470100659,6
2013-12-10,752.5261338572203,6
2013-12-11,663.9436088703742,6
2013-12-12,782.2123669475939,6
2013-12-13,638.2887921715168,5
2013-12-14,849.1494194115802,5
2013-12-15,1253.8341768342807,6
2013-12-16,666.2557154992016,6
2013-12-17,729.9862989893425,6
2013-12-18,741.387061469087,6
2013-12-19,777.3476925918459,6
2013-12-20,803.3698722612262,6
2013-12-21,952.706372374962,6
2013-12-22,1100.0715602336995,6
2013-12-23,1135.3498051849904,6
2013-12-24,1196.1039805684811,5
2013-12-27,1046.5050905217483,5
2013-12-29,1325.6055115941328,6
2013-12-30,1304.5518123662262,5
2013-12-31,2615.411465998202,4
2014-01-02,1109.768357865197,6
2014-01-03,954.1766594477392,5
2014-01-04,1067.970002269235,5
2014-01-05,1144.0151004741842,5
2014-01-06,895.3691186296448,5
2014-01-07,847.8436767971933,5
2014-01-08,777.4072171279016,5
2014-01-09,781.6807188819216,5
2014-01-10,782.8674244551742,5
2014-01-11,959.8012135015724,5
2014-01-12,1340.7548880041472,5
2014-01-13,741.4495026597153,5
2014-01-14,936.5213857499343,5
2014-01-15,830.7377230019596,5
2014-01-16,770.0172241686898,5
2014-01-17,747.6715306350366,5
2014-01-18,944.1617442557983,5
2014-01-19,1220.7024878319878,5
2014-01-20,759.801997745881,5
2014-01-21,763.6102926834246,5
2014-01-22,753.2215259926763,5
2014-01-23,782.8592752846621,5
2014-01-24,838.307380749211,5
2014-01-25,1008.6817290177335,5
2014-01-26,1266.7093130913943,5
2014-01-27,771.1300095229415,5
2014-01-28,746.7602622622551,5
2014-01-29,667.3154208773776,5
2014-01-30,825.8107980059964,5
2014-01-31,854.155243834605,5
2014-02-01,975.637960343788,5
2014-02-02,1509.8415657624632,5
2014-02-03,1016.9616428978118,5
2014-02-04,859.734163151601,5
2014-02-05,942.007951768995,5
2014-02-06,865.1264800892702,5
2014-02-07,809.3276702842346,5
2014-02-08,1173.552493724504,5
2014-02-09,1516.4584454543453,5
2014-02-10,902.6904266306271,5
2014-02-11,873.2750269820312,5
2014-02-12,878.9593947816298,5
2014-02-13,978.778082866471,5
2014-02-14,1031.6013056731867,5
2014-02-15,1288.433705630126,5
2014-02-16,1569.4396743696482,5
2014-02-17,958.049885632887,5
2014-02-18,878.808137373197,5
2014-02-19,858.0510266162246,5
2014-02-20,960.3537065468499,5
2014-02-21,1070.9307865187961,5
2014-02-22,1197.528262769981,5
2014-02-23,1809.3455146386827,5
2014-02-24,856.1532814509101,5
2014-02-25,825.7675854817389,5
2014-02-26,870.6899982675251,5
2014-02-27,916.2552833928478,5
2014-02-28,899.268724082196,5
2014-03-01,1268.6885449098131,5
2014-03-02,1337.7904860961848,5
2014-03-03,988.2635790463731,5
2014-03-04,871.3438158130646,5
2014-03-05,852.917075026495,5
2014-03-06,871.9140449465931,5
2014-03-07,827.4461834290363,5
2014-03-08,1173.379178112737,5
2014-03-09,1446.847960507953,5
2014-03-10,852.0610901777795,5
2014-03-11,887.9159219295015,5
2014-03-12,842.3930250625217,5
2014-03-13,895.1589952708027,5
2014-03-14,891.026300266016,5
2014-03-15,1139.863691175324,5
2014-03-16,956.5634131875869,5
2014-03-17,830.5246723091902,5
2014-03-18,821.6401810236359,5
2014-03-19,782.1333458992243,5
2014-03-20,924.249996257062,5
2014-03-21,854.000540913451,5
2014-03-22,1223.6760947767984,5
2014-03-23,1094.95086385811,5
2014-03-24,942.990897995599,5
2014-03-25,863.8886337911291,5
2014-03-26,942.6452068543758,5
2014-03-27,1066.6499110331606,5
2014-03-28,1113.2579566216907,5
2014-03-29,1499.953244891842,5
2014-03-30,1213.1806003825902,5
2014-03-31,992.7367025202632,5
2014-04-01,931.917467777197,5
2014-04-02,938.2316186315293,5
2014-04-03,1004.1659239991181,5
2014-04-04,1019.3912888132865,5
2014-04-05,1282.668240051562,5
2014-04-06,1341.1764194867765,5
2014-04-07,1088.722413011843,5
2014-04-08,985.3128997323562,5
2014-04-09,1065.3154838625878,5
2014-04-10,1023.9530965661262,5
2014-04-11,1003.8042025802959,5
2014-04-12,1552.0227333796233,5
2014-04-13,1456.70692317268,5
2014-04-14,1024.9923942836117,5
2014-04-15,1181.2425814096964,5
2014-04-16,1128.0175885162666,5
2014-04-17,1544.8405310900575,5
2014-04-19,1690.1907503178559,4
2014-04-20,1570.2672916617082,5
2014-04-21,1423.5190168308948,5
2014-04-22,1051.359115407803,4
2014-04-23,1118.3461490901498,5
2014-04-24,1078.7010056462882,5
2014-04-25,1069.1349735364709,5
2014-04-26,1305.5933569360964,5
2014-04-27,1209.4550800269228,5
2014-04-28,966.1764196684778,5
2014-04-29,1076.7879393199792,5
2014-04-30,1139.4138385103583,5
2014-05-02,1308.299757297924,5
2014-05-05,3156.4133441564672,5
2014-05-06,934.2573060199788,5
2014-05-07,795.8898966150722,5
2014-05-08,987.6392495906673,5
2014-05-09,905.4409291255015,5
2014-05-10,1208.703992577711,5
2014-05-11,1191.7321636599395,5
2014-05-12,866.5981183930757,5
2014-05-13,942.882543311423,5
2014-05-14,855.6521103955415,5
2014-05-15,929.1707414452105,5
2014-05-16,1225.715340832408,5
2014-05-17,1334.8429889037247,5
2014-05-18,1433.5956267496504,5
2014-05-19,940.4080760169333,5
2014-05-20,958.8899639785895,5
2014-05-21,890.0572010218106,5
2014-05-22,925.2585946940486,5
2014-05-23,1033.0724935992653,5
2014-05-24,1224.8171504612167,5
2014-05-25,1302.8807916837443,5
2014-05-26,969.4869865270923,5
2014-05-27,1046.1350214535028,5
2014-05-28,1145.507134259236,4
2014-05-29,1592.205248427638,5
2014-05-30,1440.5736625679688,5
2014-05-31,1529.9437706342324,5
2014-06-01,1413.9232054836352,5
2014-06-02,1140.647619906188,5
2014-06-03,1028.5587437543256,5
2014-06-04,1015.1693701610311,5
2014-06-05,1122.3599951643675,5
2014-06-06,1061.296650598389,4
2014-06-07,1769.1582587174853,5
2014-06-08,1569.282463732646,5
2014-06-09,1805.711868065444,5
2014-06-10,1162.1894561989209,5
2014-06-11,1106.9582527554176,5
2014-06-12,1060.8398831014074,5
2014-06-13,1260.423100020604,5
2014-06-14,1352.1135514183447,5
2014-06-15,1385.0781722898366,5
2014-06-16,1115.2314600814343,5
2014-06-17,1022.2658809110736,5
2014-06-18,1152.8249414386883,5
2014-06-19,1151.4095785867366,5
2014-06-20,1370.2025450817862,5
2014-06-21,1573.9251610883287,5
2014-06-22,1556.3516959138103,5
2014-06-23,1254.3351554045448,5
2014-06-24,1195.5519894585345,5
2014-06-25,1242.200282986485,5
2014-06-26,1419.705820973289,5
2014-06-27,1412.9823631843042,5
2014-06-28,2096.209535863589,5
2014-06-29,1614.857541533299,5
2014-06-30,1181.5463608681148,5
2014-07-01,1027.1087975552814,5
2014-07-02,1110.418596567042,5
2014-07-03,1112.166856945513,5
2014-07-04,1017.6779210951094,5
2014-07-05,1317.7410366713432,5
2014-07-06,1290.417881233027,5
2014-07-07,1150.840001500877,5
2014-07-08,1143.5158476986933,5
2014-07-09,1230.2478990568025,5
2014-07-10,1228.7667656631832,5
2014-07-11,1350.6141141665073,5
2014-07-12,1513.1219965470762,5
2014-07-13,1605.0317745952154,5
2014-07-14,1308.8336244652842,5
2014-07-15,1341.6047725635417,5
2014-07-16,1409.7733220509356,5
2014-07-17,1376.7814551048334,5
2014-07-18,1397.0477599034546,5
2014-07-19,1638.5989548535576,5
2014-07-20,1711.6499796680869,5
2014-07-21,1429.6399957441797,5
2014-07-22,1360.5364880417096,5
2014-07-23,1382.6187887190936,5
2014-07-24,1375.8750143415946,5
2014-07-25,1370.8533188791102,5
2014-07-26,1555.0670671300898,5
2014-07-27,1699.4774534151688,5
2014-07-28,1454.0463714966804,5
2014-07-29,1459.7219779033048,5
2014-07-30,1397.7425409000189,4
2014-07-31,1426.596515873001,4
2014-08-01,1474.9870878804409,5
2014-08-02,1791.5209508067114,5
2014-08-03,1581.044225548771,5
2014-08-04,1582.7392690324682,5
2014-08-05,1522.683199489512,4
2014-08-06,1718.7638049877642,5
2014-08-07,1674.0770963198304,5
2014-08-08,1737.7914525453739,4
2014-08-09,1958.2765008478782,4
2014-08-10,1737.1849808231773,5
2014-08-11,1595.8961047850107,5
2014-08-12,1576.2490833307006,5
2014-08-13,1627.8960521842318,5
2014-08-14,1593.9323232062077,5
2014-08-15,1736.758440202193,5
2014-08-16,1933.9609529161553,5
2014-08-18,2120.587134333386,5
2014-08-19,1483.1730241993864,5
2014-08-20,1522.7977845449216,5
2014-08-21,1599.9552932782021,5
2014-08-22,1693.988972927908,5
2014-08-23,1974.9300590475925,5
2014-08-24,1989.2619088246608,5
2014-08-25,1257.524188067005,5
2014-08-26,1187.3994087168912,5
2014-08-27,1346.7240472828973,5
2014-08-28,1273.5807947686797,5
2014-08-29,1268.8182513454196,5
2014-08-30,1503.6236180982633,5
2014-08-31,1600.05602173114,5
2014-09-01,1197.006184639632,4
2014-09-02,1138.01922472386,5
2014-09-03,1241.4657850316617,5
2014-09-04,1239.41958713421,5
2014-09-05,1376.942775699504,5
2014-09-06,1508.8558096239285,5
2014-09-07,1356.2253163855787,5
2014-09-08,1033.6913625198981,5
2014-09-09,1078.685406219607,5
2014-09-10,1041.762301485459,4
2014-09-11,1129.5586487073247,5
2014-09-12,1083.1533590481984,5
2014-09-13,1397.7350994442613,5
2014-09-14,1223.9071841656757,5
2014-09-15,964.7189159551572,5
2014-09-16,1013.2398829175584,5
2014-09-17,1050.9226656778364,5
2014-09-18,1095.9949101600885,5
2014-09-19,1124.2340037238696,5
2014-09-20,1472.7283376749774,5
2014-09-21,1476.0273693278928,5
2014-09-22,941.024259184611,4
2014-09-23,1031.4280355475548,5
2014-09-24,960.4450735081116,5
2014-09-25,947.3278016895904,5
2014-09-26,1055.9418737765932,5
2014-09-27,1194.4474734795306,5
2014-09-28,1137.8499769953519,5
2014-09-29,1046.040726041431,5
2014-09-30,1097.1019357832079,5
2014-10-01,1090.2871663431224,5
2014-10-02,1241.350072285211,5
2014-10-03,1572.016877508928,5
2014-10-04,1676.694610054029,5
2014-10-05,1520.9417402257052,5
2014-10-06,1289.23773077534,5
2014-10-07,1231.661867251111,5
2014-10-08,1261.7014923108939,5
2014-10-09,1261.271855601582,5
2014-10-10,1195.290494934356,4
2014-10-11,1549.4757185678059,5
2014-10-12,1500.1308311850694,5
2014-10-13,1165.620918355908,5
2014-10-14,1267.7499250108303,5
2014-10-15,1341.6986717914888,5
2014-10-16,1154.630040727147,5
2014-10-17,1167.3631586794836,5
2014-10-18,1571.4404694334485,5
2014-10-19,1370.3995307336581,5
2014-10-20,1087.6243519853979,5
2014-10-21,1069.8570141022424,5
2014-10-22,1080.6065681144696,5
2014-10-23,1110.577374774145,5
2014-10-24,1240.079682694613,6
2014-10-25,1395.788052299363,5
2014-10-26,1632.6505638283672,6
2014-10-27,1151.1530976938964,6
2014-10-28,1303.4549051901772,6
2014-10-29,1080.121498782915,5
2014-10-30,1203.455110273424,6
2014-10-31,1172.2118630859904,5
2014-11-01,1389.8320458372393,6
2014-11-02,1523.711072277318,6
2014-11-03,1085.7019514420977,6
2014-11-04,990.0425697432175,6
2014-11-05,1021.741501294101,6
2014-11-06,1061.3045874167135,6
2014-11-07,1078.076617605364,6
2014-11-08,1309.2717009011994,6
2014-11-09,1682.7011078228795,6
2014-11-10,943.1492837845029,6
2014-11-11,952.0497829919738,6
2014-11-12,942.7810429477282,6
2014-11-13,1035.8360717475673,6
2014-11-14,987.066157988088,6
2014-11-15,1129.749486080218,6
2014-11-16,1389.3963403401187,6
2014-11-17,1007.2072991474131,5
2014-11-18,844.2622602119131,6
2014-11-19,784.8415426550854,5
2014-11-20,892.122533474749,6
2014-11-21,1041.2137213350961,6
2014-11-22,1089.2134722043525,6
2014-11-23,1566.162469104658,6
2014-11-24,945.233155663734,6
2014-11-25,961.8942085834309,6
2014-11-26,938.9143856907554,6
2014-11-27,924.6437217027506,6
2014-11-28,983.7387822457185,6
2014-11-29,1203.1509918503975,6
2014-11-30,1522.4269674193802,6
2014-12-01,921.0753225912163,6
2014-12-02,953.7589496762228,6
2014-12-03,910.4443499376871,6
2014-12-04,909.0495859611964,6
2014-12-05,773.1259122025673,5
2014-12-06,1213.9698298432625,6
2014-12-07,1323.5533078416104,6
2014-12-08,787.8698967363516,6
2014-12-09,902.4963961320728,6
2014-12-10,921.4970604854932,6
2014-12-11,825.5726458672118,6
2014-12-12,714.1054735974888,6
2014-12-13,1130.5801113650898,6
2014-12-14,1426.2699789271999,6
2014-12-15,806.6356282245807,6
2014-12-16,883.2419468200662,6
2014-12-17,889.0094175328563,6
2014-12-18,869.6549021087523,5
2014-12-19,823.4096341393607,5
2014-12-20,832.6442841291813,5
2014-12-21,1120.1302635446195,6
2014-12-22,1050.3597132076964,6
2014-12-23,1018.1292870747675,5
2014-12-24,1197.8953292532765,5
2014-12-27,1223.2963631147295,6
2014-12-28,1296.3463317982998,6
2014-12-29,1116.247627970283,4
2014-12-30,1431.0470015632961,5
2014-12-31,2938.717608581859,4
2015-01-02,1284.1472972763208,6
2015-01-03,1193.0576038829734,6
2015-01-04,1424.7824952958872,6
2015-01-05,1032.2854072517991,6
2015-01-06,944.1038037294079,6
2015-01-07,871.2412048402676,5
2015-01-08,795.5486520377215,5
2015-01-09,827.3202901808035,5
2015-01-10,908.0635954481361,5
2015-01-11,1275.190515188001,5
2015-01-12,722.7740430562537,5
2015-01-13,755.0199063371384,5
2015-01-14,707.5488594676424,5
2015-01-15,749.1650741642486,5
2015-01-16,954.3231152668003,5
2015-01-17,1192.001193983337,5
2015-01-18,1374.8492928486878,5
2015-01-19,839.3492101097103,5
2015-01-20,912.8635366299454,5
2015-01-21,826.3088816880961,5
2015-01-22,875.4297104904613,5
2015-01-23,854.156410639427,5
2015-01-24,1119.8447596598198,5
2015-01-25,1441.935869959932,5
2015-01-26,808.2779355037975,5
2015-01-27,894.1131386827813,5
2015-01-28,906.8074434663229,5
2015-01-29,902.6246169475685,5
2015-01-30,943.730821416705,5
2015-01-31,1239.0450154763894,5
2015-02-01,1516.7581841965862,5
2015-02-02,1056.446191065,5
2015-02-03,883.229915843617,5
2015-02-04,881.2242305625097,5
2015-02-05,895.005657962611,5
2015-02-06,1169.315507280576,5
2015-02-07,1138.257973358166,5
2015-02-08,1499.606384436195,5
2015-02-09,854.02932090629,5
2015-02-10,848.0788428330216,5
2015-02-11,887.6888762856096,5
2015-02-12,790.1882361973551,5
2015-02-13,927.4385554727473,5
2015-02-14,1207.571704612913,5
2015-02-15,1310.0371910434578,5
2015-02-16,914.909888415287,5
2015-02-17,937.142063650772,5
2015-02-18,828.6843935400453,5
2015-02-19,971.9439266229688,5
2015-02-20,942.00520309987,5
2015-02-21,1009.4983647683661,5
2015-02-22,1615.4362357943498,5
2015-02-23,658.4899629890015,5
2015-02-24,752.5936190275252,5
2015-02-25,749.0945226949727,5
2015-02-26,669.0709198762555,5
2015-02-27,781.2945218805347,5
2015-02-28,938.5538748551164,5
2015-03-01,1059.3832921631188,5
2015-03-02,700.1631987354116,5
2015-03-03,724.0302858662955,5
2015-03-04,717.8339195699352,5
2015-03-05,778.3374615312988,5
2015-03-06,826.7798074345154,5
2015-03-07,961.8800190253421,5
2015-03-08,1360.336237056016,5
2015-03-09,808.8159174890498,5
2015-03-10,844.0366609158079,5
2015-03-11,734.8497760217699,5
2015-03-12,783.2675977881433,5
2015-03-13,806.7349847768301,5
2015-03-14,905.0192295150433,5
2015-03-15,1046.7099743270537,5
2015-03-16,844.2730073999649,5
2015-03-17,909.1095247457798,5
2015-03-18,926.9339211136903,5
2015-03-19,819.215871062889,5
2015-03-20,947.1116530215297,5
2015-03-21,1007.3138596357051,5
2015-03-22,1196.0871538911179,5
2015-03-23,846.1720733368753,5
2015-03-24,839.4864981554354,5
2015-03-25,910.8804763498823,5
2015-03-26,885.0581399137895,5
2015-03-27,926.5743031454535,5
2015-03-28,1267.111816196493,5
2015-03-29,1103.2259142659752,5
2015-03-30,918.2745953398519,5
2015-03-31,865.3965266721806,5
2015-04-01,1048.2325339156248,5
2015-04-02,1428.5253383694958,5
2015-04-04,1657.205592275933,4
2015-04-05,1472.723525585013,5
2015-04-06,1431.6702976111762,5
2015-04-07,1000.7890311614269,5
2015-04-08,925.9119696388522,5
2015-04-09,1012.9243333981836,5
2015-04-10,1094.4316066801507,5
2015-04-11,1182.6536701834984,5
2015-04-12,1037.1374594638737,5
2015-04-13,811.1103831546942,5
2015-04-14,818.2364077761649,5
2015-04-15,815.2303328896975,5
2015-04-16,772.2313476382956,5
2015-04-17,856.6343109615416,5
2015-04-18,1002.5016202512761,5
2015-04-19,971.0237443932859,5
2015-04-20,790.5787533736401,5
2015-04-21,799.7560145171586,5
2015-04-22,773.0186576692686,5
2015-04-23,824.4060206768867,5
2015-04-24,793.4344809354434,5
2015-04-25,1036.275978504086,5
2015-04-26,949.2768595418563,5
2015-04-27,838.6671165775895,5
2015-04-28,708.1582595164218,4
2015-04-29,921.6192925374778,5
2015-04-30,1065.6454664381347,5
2015-05-02,1550.50372148642,5
2015-05-03,1077.4813259852813,5
2015-05-04,887.5320334823015,5
2015-05-05,743.3069811738451,5
2015-05-06,831.5443149514173,5
2015-05-07,793.3724423951179,5
2015-05-08,866.3243142377273,5
2015-05-09,1057.0115473902974,5
2015-05-10,1196.288593901516,5
2015-05-11,835.8327967638293,5
2015-05-12,859.2010125076879,5
2015-05-13,1070.7213036993444,5
2015-05-14,1161.9273385412612,5
2015-05-15,1224.9159187168834,5
2015-05-16,1384.317075972538,5
2015-05-17,1265.423819460612,5
2015-05-18,859.8088692750823,5
2015-05-19,942.9181197231298,5
2015-05-20,808.9287872020159,5
2015-05-21,974.8188926401667,5
2015-05-22,1003.2083835204924,5
2015-05-23,1290.402080168699,4
2015-05-24,1428.045658874095,5
2015-05-25,1453.3165717276859,5
2015-05-26,906.8370008251051,5
2015-05-27,850.2683741453393,5
2015-05-28,863.6784011302,4
2015-05-29,940.3355174479483,5
2015-05-30,1102.7330982916376,5
2015-05-31,1017.6428445734347,5
2015-06-01,935.9990189323196,5
2015-06-02,945.8124773820554,5
2015-06-03,819.7817572041795,4
2015-06-04,994.9150249139263,5
2015-06-05,1019.1370424608003,5
2015-06-06,1282.0233631907427,5
2015-06-07,1257.8462007663977,5
2015-06-08,1005.7011747632353,5
2015-06-09,889.4983836989096,5
2015-06-10,851.5011246599522,5
2015-06-11,834.1993921054025,5
2015-06-12,940.232746822671,5
2015-06-13,1245.0781809623013,5
2015-06-14,1134.1820147333965,5
2015-06-15,1022.84126863471,5
2015-06-16,848.8839848062141,5
2015-06-17,962.8832010518803,5
2015-06-18,875.746513170135,4
2015-06-19,973.8037875987968,5
2015-06-20,1218.398621768507,4
2015-06-21,1152.2208767661282,5
2015-06-22,1082.8686541133463,5
2015-06-23,1048.091262346599,5
2015-06-24,1225.362385794509,5
2015-06-25,1180.9520510547195,5
2015-06-26,1285.531077246859,5
2015-06-27,1632.9435838945315,5
2015-06-28,1414.3962708900945,5
2015-06-29,1182.401187025634,5
2015-06-30,1162.4330859224049,5
2015-07-01,1007.4144730623914,5
2015-07-02,1003.2819740993759,5
2015-07-03,1107.2840245715024,5
2015-07-04,1418.6055021261668,5
2015-07-05,1262.603224993058,5
2015-07-06,1140.995678141018,5
2015-07-07,1006.3808465165432,5
2015-07-08,1105.361728127167,5
2015-07-09,1035.8825274408493,5
2015-07-10,1104.6657788122914,5
2015-07-11,1303.5266400248947,5
2015-07-12,1322.9871621319949,5
2015-07-13,1162.4671317915345,5
2015-07-14,1193.4870214278983,5
2015-07-15,1247.180514597159,5
2015-07-16,1126.7508619894688,5
2015-07-17,1116.1286020955426,5
2015-07-18,1386.4150855875173,5
2015-07-19,1530.6062874819102,5
2015-07-20,1203.731749327292,5
2015-07-21,1262.6888503657756,5
2015-07-22,1263.1154336247928,4
2015-07-23,1376.9697292027563,5
2015-07-24,1436.094279187791,5
2015-07-25,1395.0603159734894,5
2015-07-26,1621.447810826834,5
2015-07-27,1350.4685419600519,5
2015-07-28,1395.2522394712646,5
2015-07-29,1459.444372418696,5
2015-07-30,1321.8434609131918,5
2015-07-31,1492.8774758937348,5
2015-08-01,1652.828485407988,5
2015-08-02,1572.674162120205,5
2015-08-03,1429.7873189952006,5
2015-08-04,1453.3887723922055,5
2015-08-05,1479.6861400346083,5
2015-08-06,1517.1781152654305,5
2015-08-07,1545.08950987007,5
2015-08-08,1800.496091694034,5
2015-08-09,1487.8705919746017,5
2015-08-10,1402.4719460315816,5
2015-08-11,1299.7715258627677,5
2015-08-12,1424.190950942363,5
2015-08-13,1391.2709039245124,5
2015-08-14,1407.7092280183201,5
2015-08-15,1590.501276195638,5
2015-08-16,1375.7807901115834,5
2015-08-17,1227.081750155866,5
2015-08-18,1295.5939546042678,5
2015-08-19,1269.05368522865,5
2015-08-20,1280.7604452838978,5
2015-08-21,1376.502907490224,5
2015-08-22,1658.4048405486633,5
2015-08-23,1525.2410894112202,5
2015-08-24,1166.860000964215,5
2015-08-25,1237.5996709141687,5
2015-08-26,1143.1468885527884,5
2015-08-27,1123.8448529406191,5
2015-08-28,1237.6120586550255,5
2015-08-29,1323.7510844934181,5
2015-08-30,1323.276299872724,5
2015-08-31,1030.0768649621702,5
2015-09-01,1033.807757488008,5
2015-09-02,942.9860018206928,5
2015-09-03,996.527503728066,5
2015-09-04,1082.128138843168,5
2015-09-05,1363.9205582556156,5
2015-09-06,1154.6533471821458,5
2015-09-07,1055.9948354540295,5
2015-09-08,942.3313060647029,5
2015-09-09,947.3715166741329,5
2015-09-10,1000.7310478122226,5
2015-09-11,984.2760472783414,5
2015-09-12,1314.471458449783,5
2015-09-13,1183.864046988578,5
2015-09-14,973.751924497313,5
2015-09-15,986.7973432589612,5
2015-09-16,969.6849331078979,5
2015-09-17,905.5840627291002,5
2015-09-18,1028.8021105906187,5
2015-09-19,1292.061426943977,5
2015-09-20,1203.628026358719,5
2015-09-21,930.059119917875,5
2015-09-22,835.527010483549,5
2015-09-23,904.9022682464735,5
2015-09-24,852.3398320419893,5
