Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Warengruppe,Umsatz,Feiertage,Ferientage
2013-07-23,0.0,24.95,12.0,,0.0,4.0,70.5290024618065,0.0,1.0
2013-07-23,0.0,24.95,12.0,,0.0,5.0,316.29681714496,0.0,1.0
2013-07-24,3.0,24.075,11.0,,0.0,1.0,141.891908195545,0.0,1.0
2013-07-24,3.0,24.075,11.0,,0.0,2.0,698.340862077002,0.0,1.0
2013-07-24,3.0,24.075,11.0,,0.0,3.0,328.023102507764,0.0,1.0
2013-07-24,3.0,24.075,11.0,,0.0,4.0,83.5816326885927,0.0,1.0
2013-07-24,3.0,24.075,11.0,,0.0,5.0,327.339400651794,0.0,1.0
2013-07-25,2.0,23.0875,9.0,,0.0,1.0,167.701216640907,0.0,1.0
2013-07-25,2.0,23.0875,9.0,,0.0,2.0,681.250768331783,0.0,1.0
2013-07-25,2.0,23.0875,9.0,,0.0,3.0,280.809721012322,0.0,1.0
2013-07-25,2.0,23.0875,9.0,,0.0,4.0,65.8902979709521,0.0,1.0
2013-07-25,2.0,23.0875,9.0,,0.0,5.0,303.192537586556,0.0,1.0
2013-07-26,3.0,27.2625,6.0,,0.0,1.0,147.272084366206,0.0,1.0
2013-07-26,3.0,27.2625,6.0,,0.0,2.0,718.016648132155,0.0,1.0
2013-07-26,3.0,27.2625,6.0,,0.0,3.0,352.293883343641,0.0,1.0
2013-07-26,3.0,27.2625,6.0,,0.0,4.0,53.1984562311259,0.0,1.0
2013-07-26,3.0,27.2625,6.0,,0.0,5.0,331.522091778847,0.0,1.0
2013-07-27,1.0,26.1625,10.0,,0.0,1.0,161.403357795112,0.0,0.0
2013-07-27,1.0,26.1625,10.0,,0.0,2.0,855.619095347599,0.0,0.0
2013-07-27,1.0,26.1625,10.0,,0.0,3.0,382.965879977945,0.0,0.0
2013-07-27,1.0,26.1625,10.0,,0.0,5.0,358.892714466409,0.0,0.0
2013-07-29,1.0,22.7875,10.0,,0.0,1.0,183.564164400591,0.0,1.0
2013-07-29,1.0,22.7875,10.0,,0.0,2.0,672.50214523923,0.0,1.0
2013-07-29,1.0,22.7875,10.0,,0.0,3.0,356.033434735079,0.0,1.0
2013-07-29,1.0,22.7875,10.0,,0.0,5.0,368.951029057165,0.0,1.0
2013-08-02,0.0,31.4375,7.0,,0.0,1.0,117.359342094889,0.0,1.0
2013-08-02,0.0,31.4375,7.0,,0.0,2.0,689.695100983376,0.0,1.0
2013-08-02,0.0,31.4375,7.0,,0.0,3.0,379.526700654912,0.0,1.0
2013-08-02,0.0,31.4375,7.0,,0.0,4.0,68.1222020855149,0.0,1.0
2013-08-02,0.0,31.4375,7.0,,0.0,5.0,282.371517214865,0.0,1.0
2013-08-04,3.0,23.05,8.0,,0.0,1.0,104.708216687715,0.0,0.0
2013-08-04,3.0,23.05,8.0,,0.0,2.0,862.752429028985,0.0,0.0
2013-08-04,3.0,23.05,8.0,,0.0,3.0,382.85648750844,0.0,0.0
2013-08-04,3.0,23.05,8.0,,0.0,4.0,67.1568816245378,0.0,0.0
2013-08-04,3.0,23.05,8.0,,0.0,5.0,461.704848992483,0.0,0.0
2013-08-05,0.0,25.8,10.0,,0.0,1.0,146.775309890073,0.0,0.0
2013-08-05,0.0,25.8,10.0,,0.0,2.0,520.947179812455,0.0,0.0
2013-08-05,0.0,25.8,10.0,,0.0,3.0,331.615355447409,0.0,0.0
2013-08-05,0.0,25.8,10.0,,0.0,5.0,354.247243408463,0.0,0.0
2013-08-06,5.0,22.225,13.0,,0.0,1.0,131.956277381283,0.0,0.0
2013-08-06,5.0,22.225,13.0,,0.0,2.0,498.920948322354,0.0,0.0
2013-08-06,5.0,22.225,13.0,,0.0,3.0,344.104806694018,0.0,0.0
2013-08-06,5.0,22.225,13.0,,0.0,4.0,69.705360420462,0.0,0.0
2013-08-06,5.0,22.225,13.0,,0.0,5.0,441.521507016938,0.0,0.0
2013-08-07,4.0,19.2125,8.0,,0.0,1.0,160.593417296116,0.0,0.0
2013-08-07,4.0,19.2125,8.0,,0.0,2.0,519.197204695832,0.0,0.0
2013-08-07,4.0,19.2125,8.0,,0.0,3.0,341.483544581514,0.0,0.0
2013-08-07,4.0,19.2125,8.0,,0.0,4.0,83.1094116270633,0.0,0.0
2013-08-07,4.0,19.2125,8.0,,0.0,5.0,423.850318191533,0.0,0.0
2013-08-15,3.0,19.8,8.0,,0.0,1.0,164.763795399756,0.0,0.0
2013-08-15,3.0,19.8,8.0,,0.0,2.0,538.231262832354,0.0,0.0
2013-08-15,3.0,19.8,8.0,,0.0,3.0,266.575408936199,0.0,0.0
2013-08-15,3.0,19.8,8.0,,0.0,4.0,59.7561020638342,0.0,0.0
2013-08-15,3.0,19.8,8.0,,0.0,5.0,416.610037755781,0.0,0.0
2013-08-19,5.0,18.4875,8.0,,0.0,1.0,145.87913275728,0.0,0.0
2013-08-19,5.0,18.4875,8.0,,0.0,2.0,499.912512856933,0.0,0.0
2013-08-19,5.0,18.4875,8.0,,0.0,3.0,249.391160860983,0.0,0.0
2013-08-19,5.0,18.4875,8.0,,0.0,4.0,107.407999333161,0.0,0.0
2013-08-19,5.0,18.4875,8.0,,0.0,5.0,374.247117082749,0.0,0.0
2013-08-21,5.0,20.125,8.0,,0.0,1.0,125.336522713024,0.0,0.0
2013-08-21,5.0,20.125,8.0,,0.0,2.0,440.815636456397,0.0,0.0
2013-08-21,5.0,20.125,8.0,,0.0,3.0,271.133442105753,0.0,0.0
2013-08-21,5.0,20.125,8.0,,0.0,4.0,65.9210119267558,0.0,0.0
2013-08-21,5.0,20.125,8.0,,0.0,5.0,352.695324198643,0.0,0.0
2013-08-22,4.0,21.6625,8.0,,0.0,1.0,132.916428220302,0.0,0.0
2013-08-22,4.0,21.6625,8.0,,0.0,2.0,497.731338188322,0.0,0.0
2013-08-22,4.0,21.6625,8.0,,0.0,3.0,229.323435589195,0.0,0.0
2013-08-22,4.0,21.6625,8.0,,0.0,4.0,111.144301377526,0.0,0.0
2013-08-22,4.0,21.6625,8.0,,0.0,5.0,343.348933556103,0.0,0.0
2013-08-23,1.0,22.0375,14.0,,0.0,1.0,162.958958703106,0.0,0.0
2013-08-23,1.0,22.0375,14.0,,0.0,2.0,503.672089526472,0.0,0.0
2013-08-23,1.0,22.0375,14.0,,0.0,3.0,260.926195756112,0.0,0.0
2013-08-23,1.0,22.0375,14.0,,0.0,4.0,94.2272902889274,0.0,0.0
2013-08-23,1.0,22.0375,14.0,,0.0,5.0,375.317567662845,0.0,0.0
2013-08-27,1.0,21.0875,12.0,,0.0,1.0,118.473650434102,0.0,0.0
2013-08-27,1.0,21.0875,12.0,,0.0,2.0,442.318352086176,0.0,0.0
2013-08-27,1.0,21.0875,12.0,,0.0,3.0,251.053043195831,0.0,0.0
2013-08-27,1.0,21.0875,12.0,,0.0,4.0,89.3398068106772,0.0,0.0
2013-08-27,1.0,21.0875,12.0,,0.0,5.0,305.77200439049,0.0,0.0
2013-08-28,0.0,21.3,7.0,,0.0,1.0,108.876991442649,0.0,0.0
2013-08-28,0.0,21.3,7.0,,0.0,2.0,418.297941202801,0.0,0.0
2013-08-28,0.0,21.3,7.0,,0.0,3.0,225.878194718714,0.0,0.0
2013-08-28,0.0,21.3,7.0,,0.0,4.0,87.5160458910728,0.0,0.0
2013-08-28,0.0,21.3,7.0,,0.0,5.0,349.390973099531,0.0,0.0
2013-08-29,3.0,20.2125,11.0,,0.0,1.0,178.178023803315,0.0,0.0
2013-08-29,3.0,20.2125,11.0,,0.0,2.0,386.390267686346,0.0,0.0
2013-08-29,3.0,20.2125,11.0,,0.0,3.0,198.776407298801,0.0,0.0
2013-08-29,3.0,20.2125,11.0,,0.0,4.0,67.1751319746152,0.0,0.0
2013-08-29,3.0,20.2125,11.0,,0.0,5.0,396.454612761332,0.0,0.0
2013-09-04,7.0,18.125,5.0,,0.0,1.0,100.221969526295,0.0,0.0
2013-09-04,7.0,18.125,5.0,,0.0,2.0,362.249371679536,0.0,0.0
2013-09-04,7.0,18.125,5.0,,0.0,3.0,162.83743839423,0.0,0.0
2013-09-04,7.0,18.125,5.0,,0.0,4.0,102.369988965095,0.0,0.0
2013-09-04,7.0,18.125,5.0,,0.0,5.0,308.670506473354,0.0,0.0
2013-09-05,0.0,21.7,8.0,,0.0,1.0,173.658100347255,0.0,0.0
2013-09-05,0.0,21.7,8.0,,0.0,2.0,400.95010523182,0.0,0.0
2013-09-05,0.0,21.7,8.0,,0.0,3.0,155.795527807677,0.0,0.0
2013-09-05,0.0,21.7,8.0,,0.0,4.0,64.7180977987766,0.0,0.0
2013-09-05,0.0,21.7,8.0,,0.0,5.0,309.022150561535,0.0,0.0
2013-09-06,0.0,24.7,9.0,,0.0,1.0,171.415179710314,0.0,0.0
2013-09-06,0.0,24.7,9.0,,0.0,2.0,395.673296994009,0.0,0.0
2013-09-06,0.0,24.7,9.0,,0.0,3.0,183.372780096599,0.0,0.0
2013-09-06,0.0,24.7,9.0,,0.0,4.0,79.6716952926438,0.0,0.0
2013-09-06,0.0,24.7,9.0,,0.0,5.0,307.019415636833,0.0,0.0
2013-09-07,6.0,22.7625,7.0,,0.0,1.0,186.034060963767,0.0,0.0
2013-09-07,6.0,22.7625,7.0,,0.0,2.0,591.523547732665,0.0,0.0
2013-09-07,6.0,22.7625,7.0,,0.0,3.0,215.339022862711,0.0,0.0
2013-09-07,6.0,22.7625,7.0,,0.0,4.0,65.0128197234662,0.0,0.0
2013-09-07,6.0,22.7625,7.0,,0.0,5.0,447.991745678441,0.0,0.0
2013-09-18,4.0,13.05,9.0,,0.0,1.0,152.255085210606,0.0,0.0
2013-09-18,4.0,13.05,9.0,,0.0,2.0,327.413713418182,0.0,0.0
2013-09-18,4.0,13.05,9.0,,0.0,3.0,123.430475306719,0.0,0.0
2013-09-18,4.0,13.05,9.0,,0.0,4.0,81.9233275996418,0.0,0.0
2013-09-18,4.0,13.05,9.0,,0.0,5.0,273.5407716877,0.0,0.0
2013-09-20,7.0,13.525,6.0,,0.0,1.0,110.159250328825,0.0,0.0
2013-09-20,7.0,13.525,6.0,,0.0,2.0,375.16829079452,0.0,0.0
2013-09-20,7.0,13.525,6.0,,0.0,3.0,119.995567870545,0.0,0.0
2013-09-20,7.0,13.525,6.0,,0.0,4.0,87.4952661591497,0.0,0.0
2013-09-20,7.0,13.525,6.0,,0.0,5.0,377.403500794794,0.0,0.0
2013-09-21,7.0,15.35,9.0,,0.0,1.0,178.263887943827,0.0,0.0
2013-09-21,7.0,15.35,9.0,,0.0,2.0,525.014097788583,0.0,0.0
2013-09-21,7.0,15.35,9.0,,0.0,3.0,227.17812505778,0.0,0.0
2013-09-21,7.0,15.35,9.0,,0.0,4.0,48.2782247656494,0.0,0.0
2013-09-21,7.0,15.35,9.0,,0.0,5.0,320.960054511642,0.0,0.0
2013-09-24,8.0,15.7375,10.0,,0.0,1.0,139.64144576808,0.0,0.0
2013-09-24,8.0,15.7375,10.0,,0.0,2.0,314.00466178787,0.0,0.0
2013-09-24,8.0,15.7375,10.0,,0.0,3.0,107.515311254663,0.0,0.0
2013-09-24,8.0,15.7375,10.0,,0.0,4.0,91.9109696976559,0.0,0.0
2013-09-24,8.0,15.7375,10.0,,0.0,5.0,261.601833826599,0.0,0.0
2013-09-26,1.0,12.9875,12.0,,0.0,1.0,203.314345156607,0.0,0.0
2013-09-26,1.0,12.9875,12.0,,0.0,2.0,348.862509645868,0.0,0.0
2013-09-26,1.0,12.9875,12.0,,0.0,3.0,111.331440019646,0.0,0.0
2013-09-26,1.0,12.9875,12.0,,0.0,4.0,52.9418817206733,0.0,0.0
2013-09-26,1.0,12.9875,12.0,,0.0,5.0,287.793533580575,0.0,0.0
2013-09-28,0.0,13.1,8.0,,0.0,1.0,134.613756840197,0.0,0.0
2013-09-28,0.0,13.1,8.0,,0.0,2.0,578.156874149585,0.0,0.0
2013-09-28,0.0,13.1,8.0,,0.0,3.0,247.995826181906,0.0,0.0
2013-09-28,0.0,13.1,8.0,,0.0,4.0,98.4375774152303,0.0,0.0
2013-09-28,0.0,13.1,8.0,,0.0,5.0,290.84887886944,0.0,0.0
2013-09-29,3.0,14.175,12.0,,0.0,1.0,68.6316896995448,0.0,0.0
2013-09-29,3.0,14.175,12.0,,0.0,2.0,503.155199518292,0.0,0.0
2013-09-29,3.0,14.175,12.0,,0.0,3.0,194.986111359586,0.0,0.0
2013-09-29,3.0,14.175,12.0,,0.0,4.0,148.939102156167,0.0,0.0
2013-09-29,3.0,14.175,12.0,,0.0,5.0,304.830463976939,0.0,0.0
2013-09-30,1.0,12.825,14.0,,0.0,1.0,156.502435955326,0.0,0.0
2013-09-30,1.0,12.825,14.0,,0.0,2.0,360.827106059368,0.0,0.0
2013-09-30,1.0,12.825,14.0,,0.0,3.0,141.992865332313,0.0,0.0
2013-09-30,1.0,12.825,14.0,,0.0,4.0,98.1860676233875,0.0,0.0
2013-09-30,1.0,12.825,14.0,,0.0,5.0,331.154356903853,0.0,0.0
2013-10-02,1.0,12.7,10.0,,0.0,1.0,196.720969158391,0.0,0.0
2013-10-02,1.0,12.7,10.0,,0.0,2.0,423.688173539227,0.0,0.0
2013-10-02,1.0,12.7,10.0,,0.0,3.0,156.465804020451,0.0,0.0
2013-10-02,1.0,12.7,10.0,,0.0,4.0,119.813127526207,0.0,0.0
2013-10-02,1.0,12.7,10.0,,0.0,5.0,322.880300414914,0.0,0.0
2013-10-06,7.0,15.25,6.0,,0.0,1.0,92.4805772695364,0.0,0.0
2013-10-06,7.0,15.25,6.0,,0.0,2.0,534.597184990357,0.0,0.0
2013-10-06,7.0,15.25,6.0,,0.0,3.0,225.346819831364,0.0,0.0
2013-10-06,7.0,15.25,6.0,,0.0,4.0,129.952199872951,0.0,0.0
2013-10-06,7.0,15.25,6.0,,0.0,5.0,340.701203063945,0.0,0.0
2013-10-07,1.0,16.275,7.0,,0.0,1.0,124.841544023845,0.0,1.0
2013-10-07,1.0,16.275,7.0,,0.0,2.0,372.452301813743,0.0,1.0
2013-10-07,1.0,16.275,7.0,,0.0,3.0,146.80201055568,0.0,1.0
2013-10-07,1.0,16.275,7.0,,0.0,4.0,70.2008226210611,0.0,1.0
2013-10-07,1.0,16.275,7.0,,0.0,5.0,318.481660598268,0.0,1.0
2013-10-10,5.0,10.975,6.0,,0.0,1.0,119.300284972145,0.0,1.0
2013-10-10,5.0,10.975,6.0,,0.0,2.0,349.149490881751,0.0,1.0
2013-10-10,5.0,10.975,6.0,,0.0,3.0,157.491453078096,0.0,1.0
2013-10-10,5.0,10.975,6.0,,0.0,4.0,70.9668372971161,0.0,1.0
2013-10-10,5.0,10.975,6.0,,0.0,5.0,266.156733546376,0.0,1.0
2013-10-13,5.0,10.8625,5.0,,0.0,1.0,42.9967926268111,0.0,0.0
2013-10-13,5.0,10.8625,5.0,,0.0,2.0,452.275706400622,0.0,0.0
2013-10-13,5.0,10.8625,5.0,,0.0,3.0,187.165299913108,0.0,0.0
2013-10-13,5.0,10.8625,5.0,,0.0,4.0,149.25084502852,0.0,0.0
2013-10-13,5.0,10.8625,5.0,,0.0,5.0,248.357762950889,0.0,0.0
2013-10-14,2.0,12.525,6.0,,0.0,1.0,109.863744271226,0.0,1.0
2013-10-14,2.0,12.525,6.0,,0.0,2.0,328.255116835268,0.0,1.0
2013-10-14,2.0,12.525,6.0,,0.0,3.0,155.668175429767,0.0,1.0
2013-10-14,2.0,12.525,6.0,,0.0,4.0,52.4609987818665,0.0,1.0
2013-10-14,2.0,12.525,6.0,,0.0,5.0,270.419718876308,0.0,1.0
2013-10-16,8.0,12.275,7.0,,0.0,1.0,146.070583461057,0.0,1.0
2013-10-16,8.0,12.275,7.0,,0.0,2.0,324.757529273156,0.0,1.0
2013-10-16,8.0,12.275,7.0,,0.0,3.0,143.148086490441,0.0,1.0
2013-10-16,8.0,12.275,7.0,,0.0,4.0,91.1515914626467,0.0,1.0
2013-10-16,8.0,12.275,7.0,,0.0,5.0,288.91825808676,0.0,1.0
2013-10-18,1.0,9.075,9.0,,0.0,1.0,111.233698203856,0.0,1.0
2013-10-18,1.0,9.075,9.0,,0.0,2.0,321.70990029733,0.0,1.0
2013-10-18,1.0,9.075,9.0,,0.0,3.0,154.060413787211,0.0,1.0
2013-10-18,1.0,9.075,9.0,,0.0,4.0,65.0176982906717,0.0,1.0
2013-10-18,1.0,9.075,9.0,,0.0,5.0,295.076856315502,0.0,1.0
2013-10-19,7.0,9.45,9.0,,0.0,1.0,121.590860465012,0.0,0.0
2013-10-19,7.0,9.45,9.0,,0.0,2.0,379.7774092487,0.0,0.0
2013-10-19,7.0,9.45,9.0,,0.0,3.0,218.403804936665,0.0,0.0
2013-10-19,7.0,9.45,9.0,,0.0,4.0,61.589080615236,0.0,0.0
2013-10-19,7.0,9.45,9.0,,0.0,5.0,281.559213676245,0.0,0.0
2013-10-22,2.0,17.6375,7.0,,0.0,1.0,111.927088663048,0.0,0.0
2013-10-22,2.0,17.6375,7.0,,0.0,2.0,367.731628638611,0.0,0.0
2013-10-22,2.0,17.6375,7.0,,0.0,3.0,124.349835290535,0.0,0.0
2013-10-22,2.0,17.6375,7.0,,0.0,4.0,96.9923094777322,0.0,0.0
2013-10-22,2.0,17.6375,7.0,,0.0,5.0,255.793613767243,0.0,0.0
2013-10-23,6.0,17.675,9.0,,0.0,1.0,125.816016210178,0.0,0.0
2013-10-23,6.0,17.675,9.0,,0.0,2.0,339.191026703081,0.0,0.0
2013-10-23,6.0,17.675,9.0,,0.0,3.0,127.206231759846,0.0,0.0
2013-10-23,6.0,17.675,9.0,,0.0,4.0,94.6638761998211,0.0,0.0
2013-10-23,6.0,17.675,9.0,,0.0,5.0,271.192325022255,0.0,0.0
2013-11-08,3.0,9.325,9.0,,0.0,1.0,132.796244239256,0.0,0.0
2013-11-08,3.0,9.325,9.0,,0.0,2.0,270.935184532938,0.0,0.0
2013-11-08,3.0,9.325,9.0,,0.0,3.0,101.771889831401,0.0,0.0
2013-11-08,3.0,9.325,9.0,,0.0,4.0,65.3154182108296,0.0,0.0
2013-11-08,3.0,9.325,9.0,,0.0,5.0,208.931884105255,0.0,0.0
2013-11-08,3.0,9.325,9.0,,0.0,6.0,53.5192500112591,0.0,0.0
2013-11-11,2.0,8.3125,5.0,,0.0,1.0,124.580485617569,0.0,0.0
2013-11-11,2.0,8.3125,5.0,,0.0,2.0,277.910909861899,0.0,0.0
2013-11-11,2.0,8.3125,5.0,,0.0,3.0,120.162641671644,0.0,0.0
2013-11-11,2.0,8.3125,5.0,,0.0,4.0,76.1706634927456,0.0,0.0
2013-11-11,2.0,8.3125,5.0,,0.0,5.0,242.681615020156,0.0,0.0
2013-11-11,2.0,8.3125,5.0,,0.0,6.0,62.3605448128483,0.0,0.0
2013-11-16,8.0,8.875,12.0,,0.0,1.0,126.793397398979,0.0,0.0
2013-11-16,8.0,8.875,12.0,,0.0,2.0,388.456732659322,0.0,0.0
2013-11-16,8.0,8.875,12.0,,0.0,3.0,137.151643129665,0.0,0.0
2013-11-16,8.0,8.875,12.0,,0.0,4.0,49.4223775237036,0.0,0.0
2013-11-16,8.0,8.875,12.0,,0.0,5.0,261.755181235489,0.0,0.0
2013-11-16,8.0,8.875,12.0,,0.0,6.0,72.2449528103848,0.0,0.0
2013-11-20,6.0,3.85,6.0,,0.0,1.0,124.324612351715,0.0,0.0
2013-11-20,6.0,3.85,6.0,,0.0,2.0,254.568609014357,0.0,0.0
2013-11-20,6.0,3.85,6.0,,0.0,3.0,97.7892812341537,0.0,0.0
2013-11-20,6.0,3.85,6.0,,0.0,4.0,78.1131998337016,0.0,0.0
2013-11-20,6.0,3.85,6.0,,0.0,5.0,189.093245051335,0.0,0.0
2013-11-20,6.0,3.85,6.0,,0.0,6.0,70.0645170068576,0.0,0.0
2013-11-23,3.0,4.9125,6.0,,0.0,1.0,96.5196766761341,0.0,0.0
2013-11-23,3.0,4.9125,6.0,,0.0,2.0,371.973598822071,0.0,0.0
2013-11-23,3.0,4.9125,6.0,,0.0,3.0,174.47896691478,0.0,0.0
2013-11-23,3.0,4.9125,6.0,,0.0,4.0,91.899653481564,0.0,0.0
2013-11-23,3.0,4.9125,6.0,,0.0,5.0,208.761601079823,0.0,0.0
2013-11-23,3.0,4.9125,6.0,,0.0,6.0,60.8486978870594,0.0,0.0
2013-11-24,0.0,4.6,16.0,,0.0,1.0,76.4120061231823,0.0,0.0
2013-11-24,0.0,4.6,16.0,,0.0,2.0,563.703199691435,0.0,0.0
2013-11-24,0.0,4.6,16.0,,0.0,3.0,256.642590494745,0.0,0.0
2013-11-24,0.0,4.6,16.0,,0.0,4.0,175.128357778932,0.0,0.0
2013-11-24,0.0,4.6,16.0,,0.0,5.0,369.426275393692,0.0,0.0
2013-11-24,0.0,4.6,16.0,,0.0,6.0,90.7061638144903,0.0,0.0
2013-11-25,0.0,3.7,10.0,,0.0,1.0,129.81992805086,0.0,0.0
2013-11-25,0.0,3.7,10.0,,0.0,2.0,243.739175008053,0.0,0.0
2013-11-25,0.0,3.7,10.0,,0.0,3.0,73.4033326848311,0.0,0.0
2013-11-25,0.0,3.7,10.0,,0.0,4.0,92.5228806731995,0.0,0.0
2013-11-25,0.0,3.7,10.0,,0.0,5.0,243.044424030491,0.0,0.0
2013-11-25,0.0,3.7,10.0,,0.0,6.0,91.4526701439361,0.0,0.0
2013-11-26,2.0,2.3125,6.0,,0.0,1.0,123.431703158233,0.0,0.0
2013-11-26,2.0,2.3125,6.0,,0.0,2.0,270.066780638125,0.0,0.0
2013-11-26,2.0,2.3125,6.0,,0.0,3.0,102.058774564762,0.0,0.0
2013-11-26,2.0,2.3125,6.0,,0.0,4.0,57.5784741040714,0.0,0.0
2013-11-26,2.0,2.3125,6.0,,0.0,5.0,246.470658207108,0.0,0.0
