Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Warengruppe,Umsatz,Feiertage,Ferientage,Niederschlag,imp_mask_Bewoelkung,imp_mask_Temperatur,imp_mask_Windgeschwindigkeit,imp_mask_Niederschlag,imp_mask_Wettercode,Wetterklasse,temp_7d_avg,temp_diff_next_day,warmer_than_week_before,colder_than_week_before
2013-07-10,2.0,19.6875,13.0,5.0,0.0,5.0,343.353066508123,0.0,1.0,0.0,0,0,0,0,0,2,20.555357142857144,0.8196428571428562,0.8196428571428562,0.0
2013-07-11,0.0,21.375,12.0,5.0,0.0,1.0,138.549392636714,0.0,1.0,0.0,0,0,0,0,0,2,20.3625,1.0124999999999993,1.0124999999999993,0.0
2013-07-11,0.0,21.375,12.0,5.0,0.0,2.0,569.109374584873,0.0,1.0,0.0,0,0,0,0,0,2,20.169642857142858,1.2053571428571423,1.2053571428571423,0.0
2013-07-11,0.0,21.375,12.0,5.0,0.0,3.0,234.65807920749,0.0,1.0,0.0,0,0,0,0,0,2,20.410714285714285,0.9642857142857153,0.9642857142857153,0.0
2013-07-11,0.0,21.375,12.0,5.0,0.0,4.0,68.6330279122302,0.0,1.0,0.0,0,0,0,0,0,2,20.651785714285715,0.7232142857142847,0.7232142857142847,0.0
2013-07-11,0.0,21.375,12.0,5.0,0.0,5.0,315.911756962233,0.0,1.0,0.0,0,0,0,0,0,2,20.892857142857142,-3.2053571428571423,0.0,3.2053571428571423
2013-07-14,5.0,17.6875,15.0,5.0,0.0,1.0,112.524365708762,0.0,0.0,0.0,0,0,0,0,0,2,20.607142857142858,-2.9196428571428577,0.0,2.9196428571428577
2013-07-14,5.0,17.6875,15.0,5.0,0.0,2.0,777.048841669282,0.0,0.0,0.0,0,0,0,0,0,2,20.321428571428573,-2.633928571428573,0.0,2.633928571428573
2013-07-14,5.0,17.6875,15.0,5.0,0.0,3.0,320.626816189556,0.0,0.0,0.0,0,0,0,0,0,2,19.794642857142858,-2.1071428571428577,0.0,2.1071428571428577
2013-07-14,5.0,17.6875,15.0,5.0,0.0,4.0,115.271617188867,0.0,0.0,0.0,0,0,0,0,0,2,19.267857142857142,-1.5803571428571423,0.0,1.5803571428571423
2013-07-14,5.0,17.6875,15.0,5.0,0.0,5.0,461.082124524619,0.0,0.0,0.0,0,0,0,0,0,2,18.741071428571427,4.508928571428573,4.508928571428573,0.0
2013-07-18,1.0,23.25,11.0,5.0,0.0,1.0,101.90072129658,0.0,1.0,0.0,0,0,0,0,0,2,19.008928571428573,4.241071428571427,4.241071428571427,0.0
2013-07-18,1.0,23.25,11.0,5.0,0.0,2.0,647.822253705942,0.0,1.0,0.0,0,0,0,0,0,2,19.276785714285715,3.9732142857142847,3.9732142857142847,0.0
2013-07-18,1.0,23.25,11.0,5.0,0.0,3.0,250.426586853024,0.0,1.0,0.0,0,0,0,0,0,2,20.071428571428573,3.178571428571427,3.178571428571427,0.0
2013-07-18,1.0,23.25,11.0,5.0,0.0,4.0,89.2058404577425,0.0,1.0,0.0,0,0,0,0,0,2,20.866071428571427,2.383928571428573,2.383928571428573,0.0
2013-07-18,1.0,23.25,11.0,5.0,0.0,5.0,300.398790118057,0.0,1.0,0.0,0,0,0,0,0,2,21.660714285714285,0.8142857142857167,0.8142857142857167,0.0
2013-07-19,3.0,22.475,16.0,5.0,0.0,1.0,161.63511518654,0.0,1.0,0.0,0,0,0,0,0,2,22.344642857142855,0.1303571428571466,0.1303571428571466,0.0
2013-07-19,3.0,22.475,16.0,5.0,0.0,2.0,646.788959790823,0.0,1.0,0.0,0,0,0,0,0,2,23.028571428571432,-0.5535714285714306,0.0,0.5535714285714306
2013-07-19,3.0,22.475,16.0,5.0,0.0,3.0,287.18828629416,0.0,1.0,0.0,0,0,0,0,0,2,22.917857142857144,-0.44285714285714306,0.0,0.44285714285714306
2013-07-19,3.0,22.475,16.0,5.0,0.0,4.0,62.0636098816993,0.0,1.0,0.0,0,0,0,0,0,2,22.807142857142857,-0.3321428571428555,0.0,0.3321428571428555
2013-07-19,3.0,22.475,16.0,5.0,0.0,5.0,369.400389277533,0.0,1.0,0.0,0,0,0,0,0,2,22.696428571428573,2.1910714285714263,2.1910714285714263,0.0
2013-07-28,4.0,24.8875,13.0,61.0,0.0,1.0,86.0791432446654,0.0,0.0,0.0,0,0,0,0,0,6,22.930357142857144,1.9571428571428555,1.9571428571428555,0.0
2013-07-28,4.0,24.8875,13.0,61.0,0.0,2.0,871.802546455837,0.0,0.0,0.0,0,0,0,0,0,6,23.164285714285715,1.7232142857142847,1.7232142857142847,0.0
2013-07-28,4.0,24.8875,13.0,61.0,0.0,3.0,360.096105223697,0.0,0.0,0.0,0,0,0,0,0,6,23.508928571428573,1.3785714285714263,1.3785714285714263,0.0
2013-07-28,4.0,24.8875,13.0,61.0,0.0,5.0,437.824795495097,0.0,0.0,0.0,0,0,0,0,0,6,23.853571428571428,-2.7785714285714285,0.0,2.7785714285714285
2013-07-30,5.0,21.075,13.0,21.0,0.0,1.0,132.111640117897,0.0,1.0,19.9,0,0,0,0,0,6,23.65357142857143,-2.578571428571429,0.0,2.578571428571429
2013-07-30,5.0,21.075,13.0,21.0,0.0,2.0,690.117757120039,0.0,1.0,19.9,0,0,0,0,0,6,23.45357142857143,-2.37857142857143,0.0,2.37857142857143
2013-07-30,5.0,21.075,13.0,21.0,0.0,3.0,354.531775116541,0.0,1.0,19.9,0,0,0,0,0,6,23.25357142857143,-2.1785714285714306,0.0,2.1785714285714306
2013-07-30,5.0,21.075,13.0,21.0,0.0,5.0,424.086156965952,0.0,1.0,19.9,0,0,0,0,0,6,22.70892857142857,-2.43392857142857,0.0,2.43392857142857
2013-07-31,5.0,20.275,16.0,65.0,0.0,1.0,144.745431773143,0.0,1.0,0.4,0,0,0,0,0,7,22.05,-1.7750000000000021,0.0,1.7750000000000021
2013-07-31,5.0,20.275,16.0,65.0,0.0,2.0,667.842224335937,0.0,1.0,0.4,0,0,0,0,0,7,21.391071428571426,-1.116071428571427,0.0,1.116071428571427
2013-07-31,5.0,20.275,16.0,65.0,0.0,3.0,321.075920611583,0.0,1.0,0.4,0,0,0,0,0,7,20.732142857142858,-0.45714285714285907,0.0,0.45714285714285907
2013-07-31,5.0,20.275,16.0,65.0,0.0,5.0,426.985804024935,0.0,1.0,0.4,0,0,0,0,0,7,20.61785714285714,2.7821428571428584,2.7821428571428584,0.0
2013-08-01,6.0,23.4,7.0,21.0,0.0,1.0,157.854023011106,0.0,1.0,0.0,0,0,0,0,0,6,20.95,2.4499999999999993,2.4499999999999993,0.0
2013-08-01,6.0,23.4,7.0,21.0,0.0,2.0,667.213719343287,0.0,1.0,0.0,0,0,0,0,0,6,21.282142857142855,2.1178571428571438,2.1178571428571438,0.0
2013-08-01,6.0,23.4,7.0,21.0,0.0,3.0,304.830310037868,0.0,1.0,0.0,0,0,0,0,0,6,21.61428571428571,1.7857142857142883,1.7857142857142883,0.0
2013-08-01,6.0,23.4,7.0,21.0,0.0,4.0,60.5614573229725,0.0,1.0,0.0,0,0,0,0,0,6,22.060714285714283,1.3392857142857153,1.3392857142857153,0.0
2013-08-01,6.0,23.4,7.0,21.0,0.0,5.0,322.294307178179,0.0,1.0,0.0,0,0,0,0,0,6,22.50714285714286,0.8553571428571409,0.8553571428571409,0.0
2013-08-03,4.0,23.3625,11.0,63.0,0.0,1.0,186.027178770079,0.0,0.0,2.3,0,0,0,0,0,7,22.948214285714283,0.41428571428571814,0.41428571428571814,0.0
2013-08-03,4.0,23.3625,11.0,63.0,0.0,2.0,930.801703150498,0.0,0.0,2.3,0,0,0,0,0,7,23.389285714285712,-0.026785714285711748,0.0,0.026785714285711748
2013-08-03,4.0,23.3625,11.0,63.0,0.0,3.0,454.705780795563,0.0,0.0,2.3,0,0,0,0,0,7,23.383928571428573,-0.02142857142857224,0.0,0.02142857142857224
2013-08-03,4.0,23.3625,11.0,63.0,0.0,4.0,51.2749992906831,0.0,0.0,2.3,0,0,0,0,0,7,23.37857142857143,-0.01607142857142918,0.0,0.01607142857142918
2013-08-03,4.0,23.3625,11.0,63.0,0.0,5.0,399.283316370115,0.0,0.0,2.3,0,0,0,0,0,7,23.373214285714287,-6.398214285714285,0.0,6.398214285714285
2013-08-08,7.0,16.975,12.0,20.0,0.0,1.0,153.099424561652,0.0,0.0,0.0,0,0,0,0,0,6,22.455357142857142,-5.480357142857141,0.0,5.480357142857141
2013-08-08,7.0,16.975,12.0,20.0,0.0,2.0,486.25509543792,0.0,0.0,0.0,0,0,0,0,0,6,21.537499999999998,-4.5624999999999964,0.0,4.5624999999999964
2013-08-08,7.0,16.975,12.0,20.0,0.0,3.0,298.005519792868,0.0,0.0,0.0,0,0,0,0,0,6,20.625,-3.6499999999999986,0.0,3.6499999999999986
2013-08-08,7.0,16.975,12.0,20.0,0.0,4.0,96.7720958104522,0.0,0.0,0.0,0,0,0,0,0,6,19.712500000000002,-2.7375000000000007,0.0,2.7375000000000007
2013-08-08,7.0,16.975,12.0,20.0,0.0,5.0,464.87537153539,0.0,0.0,0.0,0,0,0,0,0,6,18.800000000000004,1.5374999999999943,1.5374999999999943,0.0
2013-08-09,4.0,20.3375,10.0,21.0,0.0,1.0,125.620344387906,0.0,0.0,0.2,0,0,0,0,0,6,18.367857142857144,1.9696428571428548,1.9696428571428548,0.0
2013-08-09,4.0,20.3375,10.0,21.0,0.0,2.0,539.975155104136,0.0,0.0,0.2,0,0,0,0,0,6,17.935714285714287,2.4017857142857117,2.4017857142857117,0.0
2013-08-09,4.0,20.3375,10.0,21.0,0.0,3.0,328.22992428157,0.0,0.0,0.2,0,0,0,0,0,6,18.416071428571428,1.9214285714285708,1.9214285714285708,0.0
2013-08-09,4.0,20.3375,10.0,21.0,0.0,4.0,81.4817797241125,0.0,0.0,0.2,0,0,0,0,0,6,18.896428571428572,1.4410714285714263,1.4410714285714263,0.0
2013-08-09,4.0,20.3375,10.0,21.0,0.0,5.0,450.085987485785,0.0,0.0,0.2,0,0,0,0,0,6,19.376785714285713,-0.014285714285712459,0.0,0.014285714285712459
2013-08-10,7.0,19.3625,12.0,61.0,0.0,1.0,185.177162656408,0.0,0.0,1.2,0,0,0,0,0,6,19.717857142857145,-0.3553571428571445,0.0,0.3553571428571445
2013-08-10,7.0,19.3625,12.0,61.0,0.0,2.0,614.511830668785,0.0,0.0,1.2,0,0,0,0,0,6,20.05892857142857,-0.6964285714285694,0.0,0.6964285714285694
2013-08-10,7.0,19.3625,12.0,61.0,0.0,3.0,351.617029216224,0.0,0.0,1.2,0,0,0,0,0,6,19.919642857142858,-0.5571428571428569,0.0,0.5571428571428569
2013-08-10,7.0,19.3625,12.0,61.0,0.0,4.0,59.9811123644503,0.0,0.0,1.2,0,0,0,0,0,6,19.780357142857145,-0.4178571428571445,0.0,0.4178571428571445
2013-08-10,7.0,19.3625,12.0,61.0,0.0,5.0,450.993337129113,0.0,0.0,1.2,0,0,0,0,0,6,19.641071428571426,-3.2535714285714263,0.0,3.2535714285714263
2013-08-11,7.0,16.3875,9.0,61.0,0.0,1.0,73.2088330039992,0.0,0.0,11.1,0,0,0,0,0,6,19.076785714285712,-2.689285714285713,0.0,2.689285714285713
2013-08-11,7.0,16.3875,9.0,61.0,0.0,2.0,666.9113081568,0.0,0.0,11.1,0,0,0,0,0,6,18.5125,-2.125,0.0,2.125
2013-08-11,7.0,16.3875,9.0,61.0,0.0,3.0,341.033029953849,0.0,0.0,11.1,0,0,0,0,0,6,18.0875,-1.6999999999999993,0.0,1.6999999999999993
2013-08-11,7.0,16.3875,9.0,61.0,0.0,4.0,60.7087857619079,0.0,0.0,11.1,0,0,0,0,0,6,17.6625,-1.2750000000000021,0.0,1.2750000000000021
2013-08-11,7.0,16.3875,9.0,61.0,0.0,5.0,583.491717818235,0.0,0.0,11.1,0,0,0,0,0,6,17.2375,-0.7875000000000014,0.0,0.7875000000000014
2013-08-12,7.0,16.45,11.0,63.0,0.0,1.0,154.504729536697,0.0,0.0,2.9,0,0,0,0,0,7,16.82142857142857,-0.3714285714285701,0.0,0.3714285714285701
2013-08-12,7.0,16.45,11.0,63.0,0.0,2.0,510.019126480035,0.0,0.0,2.9,0,0,0,0,0,7,16.40535714285714,0.04464285714285765,0.04464285714285765,0.0
2013-08-12,7.0,16.45,11.0,63.0,0.0,3.0,253.6233554703,0.0,0.0,2.9,0,0,0,0,0,7,16.414285714285715,0.0357142857142847,0.0357142857142847,0.0
2013-08-12,7.0,16.45,11.0,63.0,0.0,4.0,97.7406166426712,0.0,0.0,2.9,0,0,0,0,0,7,16.423214285714288,0.026785714285711748,0.026785714285711748,0.0
2013-08-12,7.0,16.45,11.0,63.0,0.0,5.0,356.026341718574,0.0,0.0,2.9,0,0,0,0,0,7,16.432142857142857,-0.03214285714285836,0.0,0.03214285714285836
2013-08-13,3.0,16.4,16.0,95.0,0.0,1.0,134.064451548102,0.0,0.0,5.2,0,0,0,0,0,4,16.43392857142857,-0.03392857142857153,0.0,0.03392857142857153
2013-08-13,3.0,16.4,16.0,95.0,0.0,2.0,535.403212817658,0.0,0.0,5.2,0,0,0,0,0,4,16.435714285714287,-0.03571428571428825,0.0,0.03571428571428825
2013-08-13,3.0,16.4,16.0,95.0,0.0,3.0,271.591283834177,0.0,0.0,5.2,0,0,0,0,0,4,16.428571428571427,-0.02857142857142847,0.0,0.02857142857142847
2013-08-13,3.0,16.4,16.0,95.0,0.0,4.0,113.863641914766,0.0,0.0,5.2,0,0,0,0,0,4,16.42142857142857,-0.02142857142857224,0.0,0.02142857142857224
2013-08-13,3.0,16.4,16.0,95.0,0.0,5.0,344.643463915453,0.0,0.0,5.2,0,0,0,0,0,4,16.414285714285715,1.8482142857142847,1.8482142857142847,0.0
2013-08-14,4.0,18.2625,18.0,61.0,0.0,1.0,156.972510536869,0.0,0.0,0.0,0,0,0,0,0,6,16.673214285714284,1.5892857142857153,1.5892857142857153,0.0
2013-08-14,4.0,18.2625,18.0,61.0,0.0,2.0,520.123590697437,0.0,0.0,0.0,0,0,0,0,0,6,16.932142857142857,1.3303571428571423,1.3303571428571423,0.0
2013-08-14,4.0,18.2625,18.0,61.0,0.0,3.0,309.116290264651,0.0,0.0,0.0,0,0,0,0,0,6,17.198214285714283,1.0642857142857167,1.0642857142857167,0.0
2013-08-14,4.0,18.2625,18.0,61.0,0.0,4.0,105.567865241887,0.0,0.0,0.0,0,0,0,0,0,6,17.464285714285715,0.798214285714284,0.798214285714284,0.0
2013-08-14,4.0,18.2625,18.0,61.0,0.0,5.0,441.253111778104,0.0,0.0,0.0,0,0,0,0,0,6,17.73035714285714,5.844642857142858,5.844642857142858,0.0
2013-08-16,4.0,23.575,11.0,0.0,0.0,1.0,147.79799759804,0.0,0.0,8.2,0,0,0,0,0,0,18.755357142857143,4.819642857142856,4.819642857142856,0.0
2013-08-16,4.0,23.575,11.0,0.0,0.0,2.0,552.153714601025,0.0,0.0,8.2,0,0,0,0,0,0,19.780357142857138,3.794642857142861,3.794642857142861,0.0
2013-08-16,4.0,23.575,11.0,0.0,0.0,3.0,241.76897512804,0.0,0.0,8.2,0,0,0,0,0,0,20.539285714285715,3.0357142857142847,3.0357142857142847,0.0
2013-08-16,4.0,23.575,11.0,0.0,0.0,4.0,75.2564619591539,0.0,0.0,8.2,0,0,0,0,0,0,21.298214285714288,2.2767857142857117,2.2767857142857117,0.0
2013-08-16,4.0,23.575,11.0,0.0,0.0,5.0,344.468629393561,0.0,0.0,8.2,0,0,0,0,0,0,22.057142857142853,-1.5071428571428527,0.0,1.5071428571428527
2013-08-17,6.0,20.55,7.0,0.0,0.0,1.0,221.630418006017,0.0,0.0,0.2,0,0,0,0,0,0,22.383928571428573,-1.8339285714285722,0.0,1.8339285714285722
2013-08-17,6.0,20.55,7.0,0.0,0.0,2.0,583.657434231324,0.0,0.0,0.2,0,0,0,0,0,0,22.710714285714285,-2.1607142857142847,0.0,2.1607142857142847
2013-08-17,6.0,20.55,7.0,0.0,0.0,3.0,280.170045804428,0.0,0.0,0.2,0,0,0,0,0,0,22.27857142857143,-1.7285714285714278,0.0,1.7285714285714278
2013-08-17,6.0,20.55,7.0,0.0,0.0,4.0,96.5293135082104,0.0,0.0,0.2,0,0,0,0,0,0,21.84642857142857,-1.2964285714285708,0.0,1.2964285714285708
2013-08-17,6.0,20.55,7.0,0.0,0.0,5.0,519.834929394153,0.0,0.0,0.2,0,0,0,0,0,0,21.414285714285715,-2.826785714285716,0.0,2.826785714285716
2013-08-18,7.0,18.5875,10.0,63.0,0.0,1.0,92.489778506026,0.0,0.0,1.0,0,0,0,0,0,7,20.701785714285712,-2.114285714285714,0.0,2.114285714285714
2013-08-18,7.0,18.5875,10.0,63.0,0.0,2.0,669.186211470815,0.0,0.0,1.0,0,0,0,0,0,7,19.989285714285717,-1.4017857142857189,0.0,1.4017857142857189
2013-08-18,7.0,18.5875,10.0,63.0,0.0,3.0,282.599786111443,0.0,0.0,1.0,0,0,0,0,0,7,19.70892857142857,-1.12142857142857,0.0,1.12142857142857
2013-08-18,7.0,18.5875,10.0,63.0,0.0,4.0,150.122396942697,0.0,0.0,1.0,0,0,0,0,0,7,19.428571428571427,-0.8410714285714285,0.0,0.8410714285714285
2013-08-18,7.0,18.5875,10.0,63.0,0.0,5.0,479.499541699925,0.0,0.0,1.0,0,0,0,0,0,7,19.148214285714285,-1.3732142857142868,0.0,1.3732142857142868
2013-08-20,7.0,17.775,8.0,61.0,0.0,1.0,111.842396126739,0.0,0.0,0.0,0,0,0,0,0,6,18.751785714285713,-0.9767857142857146,0.0,0.9767857142857146
2013-08-20,7.0,17.775,8.0,61.0,0.0,2.0,478.730297151576,0.0,0.0,0.0,0,0,0,0,0,6,18.35535714285714,-0.5803571428571423,0.0,0.5803571428571423
2013-08-20,7.0,17.775,8.0,61.0,0.0,3.0,257.620799680939,0.0,0.0,0.0,0,0,0,0,0,6,18.23928571428571,-0.46428571428571175,0.0,0.46428571428571175
2013-08-20,7.0,17.775,8.0,61.0,0.0,4.0,64.5022565329893,0.0,0.0,0.0,0,0,0,0,0,6,18.123214285714283,-0.3482142857142847,0.0,0.3482142857142847
2013-08-20,7.0,17.775,8.0,61.0,0.0,5.0,340.090359959321,0.0,0.0,0.0,0,0,0,0,0,6,18.007142857142856,2.842857142857145,2.842857142857145,0.0
2013-08-24,0.0,20.85,16.0,5.0,0.0,1.0,201.543109556297,0.0,0.0,0.0,0,0,0,0,0,2,18.330357142857142,2.519642857142859,2.519642857142859,0.0
2013-08-24,0.0,20.85,16.0,5.0,0.0,2.0,707.94429725517,0.0,0.0,0.0,0,0,0,0,0,2,18.65357142857143,2.196428571428573,2.196428571428573,0.0
2013-08-24,0.0,20.85,16.0,5.0,0.0,3.0,282.401869590288,0.0,0.0,0.0,0,0,0,0,0,2,19.092857142857138,1.7571428571428633,1.7571428571428633,0.0
2013-08-24,0.0,20.85,16.0,5.0,0.0,4.0,124.737464409769,0.0,0.0,0.0,0,0,0,0,0,2,19.532142857142855,1.3178571428571466,1.3178571428571466,0.0
2013-08-24,0.0,20.85,16.0,5.0,0.0,5.0,536.196771958902,0.0,0.0,0.0,0,0,0,0,0,2,19.97142857142857,1.4160714285714278,1.4160714285714278,0.0
2013-08-25,0.0,21.3875,16.0,5.0,0.0,1.0,83.0226725739551,0.0,0.0,0.0,0,0,0,0,0,2,20.4875,0.8999999999999986,0.8999999999999986,0.0
2013-08-25,0.0,21.3875,16.0,5.0,0.0,2.0,726.257649523775,0.0,0.0,0.0,0,0,0,0,0,2,21.00357142857143,0.3839285714285694,0.3839285714285694,0.0
2013-08-25,0.0,21.3875,16.0,5.0,0.0,3.0,360.817001197227,0.0,0.0,0.0,0,0,0,0,0,2,21.080357142857142,0.30714285714285694,0.30714285714285694,0.0
2013-08-25,0.0,21.3875,16.0,5.0,0.0,4.0,141.066888354584,0.0,0.0,0.0,0,0,0,0,0,2,21.157142857142862,0.23035714285713738,0.23035714285713738,0.0
2013-08-25,0.0,21.3875,16.0,5.0,0.0,5.0,495.194334936839,0.0,0.0,0.0,0,0,0,0,0,2,21.23392857142857,-1.1089285714285708,0.0,1.1089285714285708
2013-08-26,0.0,20.125,15.0,5.0,0.0,1.0,165.829031676714,0.0,0.0,0.0,0,0,0,0,0,2,21.130357142857143,-1.005357142857143,0.0,1.005357142857143
2013-08-26,0.0,20.125,15.0,5.0,0.0,2.0,451.536740815421,0.0,0.0,0.0,0,0,0,0,0,2,21.026785714285715,-0.9017857142857153,0.0,0.9017857142857153
2013-08-26,0.0,20.125,15.0,5.0,0.0,3.0,244.936370498996,0.0,0.0,0.0,0,0,0,0,0,2,20.846428571428568,-0.721428571428568,0.0,0.721428571428568
2013-08-26,0.0,20.125,15.0,5.0,0.0,4.0,104.448858869003,0.0,0.0,0.0,0,0,0,0,0,2,20.666071428571428,-0.5410714285714278,0.0,0.5410714285714278
2013-08-26,0.0,20.125,15.0,5.0,0.0,5.0,368.72576849632,0.0,0.0,0.0,0,0,0,0,0,2,20.485714285714288,-0.6982142857142861,0.0,0.6982142857142861
2013-08-30,6.0,19.7875,8.0,5.0,0.0,1.0,133.150828452892,0.0,0.0,0.0,0,0,0,0,0,2,20.25714285714286,-0.46964285714285836,0.0,0.46964285714285836
2013-08-30,6.0,19.7875,8.0,5.0,0.0,2.0,492.141265198519,0.0,0.0,0.0,0,0,0,0,0,2,20.02857142857143,-0.24107142857142705,0.0,0.24107142857142705
2013-08-30,6.0,19.7875,8.0,5.0,0.0,3.0,184.252334847289,0.0,0.0,0.0,0,0,0,0,0,2,19.980357142857144,-0.19285714285714306,0.0,0.19285714285714306
2013-08-30,6.0,19.7875,8.0,5.0,0.0,4.0,77.9353068130843,0.0,0.0,0.0,0,0,0,0,0,2,19.932142857142857,-0.14464285714285552,0.0,0.14464285714285552
2013-08-30,6.0,19.7875,8.0,5.0,0.0,5.0,343.345686609289,0.0,0.0,0.0,0,0,0,0,0,2,19.883928571428573,-1.5339285714285715,0.0,1.5339285714285715
2013-08-31,5.0,18.35,16.0,21.0,0.0,1.0,130.821314898435,0.0,0.0,1.6,0,0,0,0,0,6,19.630357142857143,-1.2803571428571416,0.0,1.2803571428571416
2013-08-31,5.0,18.35,16.0,21.0,0.0,2.0,581.490537751984,0.0,0.0,1.6,0,0,0,0,0,6,19.376785714285717,-1.0267857142857153,0.0,1.0267857142857153
2013-08-31,5.0,18.35,16.0,21.0,0.0,3.0,265.410807550213,0.0,0.0,1.6,0,0,0,0,0,6,19.171428571428574,-0.821428571428573,0.0,0.821428571428573
2013-08-31,5.0,18.35,16.0,21.0,0.0,4.0,86.0077280021026,0.0,0.0,1.6,0,0,0,0,0,6,18.966071428571432,-0.6160714285714306,0.0,0.6160714285714306
2013-08-31,5.0,18.35,16.0,21.0,0.0,5.0,344.096618940689,0.0,0.0,1.6,0,0,0,0,0,6,18.76071428571429,-2.898214285714289,0.0,2.898214285714289
