Umsatz,KielerWoche_1.0,Warengruppe_2.0,Warengruppe_3.0,Warengruppe_4.0,Warengruppe_5.0,Warengruppe_6.0,Feiertage_1.0,Ferientage_1.0,Wetterklasse_2,Wetterklasse_4,Wetterklasse_6,Wetterklasse_7,Wetterklasse_8,year_2014,year_2015,year_2016,year_2017,year_2018,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,season_2,season_3,season_4,Bewoelkung,Temperatur,Windgeschwindigkeit,Umsatz,Niederschlag,temp_diff_next_day
195.158794309303,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,22.725,10.0,195.158794309303,0.0,2.214285714285712
49.5000238633042,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,22.725,10.0,49.5000238633042,0.0,1.6607142857142847
285.233382496522,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,22.725,10.0,285.233382496522,0.0,-1.930357142857144
135.132314289581,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,19.6875,13.0,135.132314289581,0.0,-2.0500000000000007
567.365764527953,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,19.6875,13.0,567.365764527953,0.0,-2.1696428571428577
265.109142544045,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,19.6875,13.0,265.109142544045,0.0,-1.7357142857142875
73.8056511129258,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,19.6875,13.0,73.8056511129258,0.0,-1.3017857142857174
343.353066508123,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,19.6875,13.0,343.353066508123,0.0,0.8196428571428562
138.549392636714,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,21.375,12.0,138.549392636714,0.0,1.0124999999999993
569.109374584873,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,21.375,12.0,569.109374584873,0.0,1.2053571428571423
234.65807920749,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,21.375,12.0,234.65807920749,0.0,0.9642857142857152
68.6330279122302,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,21.375,12.0,68.6330279122302,0.0,0.7232142857142847
315.911756962233,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,21.375,12.0,315.911756962233,0.0,-3.2053571428571423
112.524365708762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0,17.6875,15.0,112.524365708762,0.0,-2.9196428571428577
777.048841669282,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0,17.6875,15.0,777.048841669282,0.0,-2.633928571428573
320.626816189556,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0,17.6875,15.0,320.626816189556,0.0,-2.1071428571428577
115.271617188867,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0,17.6875,15.0,115.271617188867,0.0,-1.5803571428571423
461.082124524619,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0,17.6875,15.0,461.082124524619,0.0,4.508928571428573
101.90072129658,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,23.25,11.0,101.90072129658,0.0,4.241071428571427
647.822253705942,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,23.25,11.0,647.822253705942,0.0,3.9732142857142847
250.426586853024,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,23.25,11.0,250.426586853024,0.0,3.178571428571427
89.2058404577425,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,23.25,11.0,89.2058404577425,0.0,2.383928571428573
300.398790118057,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,23.25,11.0,300.398790118057,0.0,0.8142857142857167
161.63511518654,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,22.475,16.0,161.63511518654,0.0,0.1303571428571466
646.788959790823,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,22.475,16.0,646.788959790823,0.0,-0.5535714285714306
287.18828629416,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,22.475,16.0,287.18828629416,0.0,-0.442857142857143
62.0636098816993,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,22.475,16.0,62.0636098816993,0.0,-0.3321428571428555
369.400389277533,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,22.475,16.0,369.400389277533,0.0,2.1910714285714263
86.0791432446654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,24.8875,13.0,86.0791432446654,0.0,1.9571428571428555
871.802546455837,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,24.8875,13.0,871.802546455837,0.0,1.7232142857142847
360.096105223697,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,24.8875,13.0,360.096105223697,0.0,1.3785714285714263
437.824795495097,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,24.8875,13.0,437.824795495097,0.0,-2.7785714285714285
132.111640117897,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.0,21.075,13.0,132.111640117897,19.9,-2.578571428571429
690.117757120039,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.0,21.075,13.0,690.117757120039,19.9,-2.37857142857143
354.531775116541,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.0,21.075,13.0,354.531775116541,19.9,-2.1785714285714306
424.086156965952,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.0,21.075,13.0,424.086156965952,19.9,-2.43392857142857
144.745431773143,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.0,20.275,16.0,144.745431773143,0.4,-1.775000000000002
667.842224335937,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.0,20.275,16.0,667.842224335937,0.4,-1.116071428571427
321.075920611583,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.0,20.275,16.0,321.075920611583,0.4,-0.457142857142859
426.985804024935,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.0,20.275,16.0,426.985804024935,0.4,2.7821428571428584
157.854023011106,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.0,23.4,7.0,157.854023011106,0.0,2.45
667.213719343287,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.0,23.4,7.0,667.213719343287,0.0,2.117857142857144
304.830310037868,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.0,23.4,7.0,304.830310037868,0.0,1.7857142857142885
60.5614573229725,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.0,23.4,7.0,60.5614573229725,0.0,1.3392857142857153
322.294307178179,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.0,23.4,7.0,322.294307178179,0.0,0.8553571428571409
186.027178770079,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,23.3625,11.0,186.027178770079,2.3,0.4142857142857181
930.801703150498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,23.3625,11.0,930.801703150498,2.3,-0.0267857142857117
454.705780795563,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,23.3625,11.0,454.705780795563,2.3,-0.0214285714285722
51.2749992906831,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,23.3625,11.0,51.2749992906831,2.3,-0.0160714285714291
399.283316370115,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,23.3625,11.0,399.283316370115,2.3,-6.398214285714285
153.099424561652,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,16.975,12.0,153.099424561652,0.0,-5.480357142857141
486.25509543792,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,16.975,12.0,486.25509543792,0.0,-4.5624999999999964
298.005519792868,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,16.975,12.0,298.005519792868,0.0,-3.649999999999999
96.7720958104522,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,16.975,12.0,96.7720958104522,0.0,-2.7375000000000007
464.87537153539,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,16.975,12.0,464.87537153539,0.0,1.5374999999999943
125.620344387906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,20.3375,10.0,125.620344387906,0.2,1.9696428571428548
539.975155104136,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,20.3375,10.0,539.975155104136,0.2,2.401785714285712
328.22992428157,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,20.3375,10.0,328.22992428157,0.2,1.9214285714285708
81.4817797241125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,20.3375,10.0,81.4817797241125,0.2,1.4410714285714263
450.085987485785,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,20.3375,10.0,450.085987485785,0.2,-0.0142857142857124
185.177162656408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7.0,19.3625,12.0,185.177162656408,1.2,-0.3553571428571445
614.511830668785,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7.0,19.3625,12.0,614.511830668785,1.2,-0.6964285714285694
351.617029216224,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7.0,19.3625,12.0,351.617029216224,1.2,-0.5571428571428569
59.9811123644503,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7.0,19.3625,12.0,59.9811123644503,1.2,-0.4178571428571445
450.993337129113,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7.0,19.3625,12.0,450.993337129113,1.2,-3.2535714285714263
73.2088330039992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.0,16.3875,9.0,73.2088330039992,11.1,-2.689285714285713
666.9113081568,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.0,16.3875,9.0,666.9113081568,11.1,-2.125
341.033029953849,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.0,16.3875,9.0,341.033029953849,11.1,-1.6999999999999993
60.7087857619079,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.0,16.3875,9.0,60.7087857619079,11.1,-1.275000000000002
583.491717818235,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.0,16.3875,9.0,583.491717818235,11.1,-0.7875000000000014
154.504729536697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,16.45,11.0,154.504729536697,2.9,-0.3714285714285701
510.019126480035,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,16.45,11.0,510.019126480035,2.9,0.0446428571428576
253.6233554703,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,16.45,11.0,253.6233554703,2.9,0.0357142857142847
97.7406166426712,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,16.45,11.0,97.7406166426712,2.9,0.0267857142857117
356.026341718574,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,16.45,11.0,356.026341718574,2.9,-0.0321428571428583
134.064451548102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,16.4,16.0,134.064451548102,5.2,-0.0339285714285715
535.403212817658,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,16.4,16.0,535.403212817658,5.2,-0.0357142857142882
271.591283834177,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,16.4,16.0,271.591283834177,5.2,-0.0285714285714284
113.863641914766,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,16.4,16.0,113.863641914766,5.2,-0.0214285714285722
344.643463915453,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,16.4,16.0,344.643463915453,5.2,1.8482142857142847
156.972510536869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,18.2625,18.0,156.972510536869,0.0,1.5892857142857153
520.123590697437,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,18.2625,18.0,520.123590697437,0.0,1.3303571428571423
309.116290264651,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,18.2625,18.0,309.116290264651,0.0,1.0642857142857167
105.567865241887,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,18.2625,18.0,105.567865241887,0.0,0.798214285714284
441.253111778104,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,18.2625,18.0,441.253111778104,0.0,5.844642857142858
147.79799759804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,23.575,11.0,147.79799759804,8.2,4.819642857142856
552.153714601025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,23.575,11.0,552.153714601025,8.2,3.794642857142861
241.76897512804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,23.575,11.0,241.76897512804,8.2,3.0357142857142847
75.2564619591539,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,23.575,11.0,75.2564619591539,8.2,2.276785714285712
344.468629393561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,23.575,11.0,344.468629393561,8.2,-1.507142857142853
221.630418006017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0,20.55,7.0,221.630418006017,0.2,-1.833928571428572
583.657434231324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0,20.55,7.0,583.657434231324,0.2,-2.1607142857142847
280.170045804428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0,20.55,7.0,280.170045804428,0.2,-1.7285714285714278
96.5293135082104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0,20.55,7.0,96.5293135082104,0.2,-1.2964285714285708
519.834929394153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0,20.55,7.0,519.834929394153,0.2,-2.826785714285716
92.489778506026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.0,18.5875,10.0,92.489778506026,1.0,-2.114285714285714
669.186211470815,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.0,18.5875,10.0,669.186211470815,1.0,-1.4017857142857189
282.599786111443,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.0,18.5875,10.0,282.599786111443,1.0,-1.12142857142857
